Model	Tumor_Type	ResponseCategory	X.1004	X.1008	X.1156	X.1172	X.1298	X.1323	X.1371	X.1383	X.1407	X.1442	X.1468	X.1499	X.1586	X.1600	X.1631	X.1658	X.1683	X.1725	X.1787	X.1823	X.1828	X.1832	X.1834	X.1835	X.1916	X.1921	X.1934	X.1980	X.1993	X.2017	X.2042	X.2082	X.2088	X.2094	X.2195	X.2344	X.2353	X.2487	X.2524	X.2640	X.2780	X.3029	X.3077	X.3078	X.3201	X.3237	X.3298	X.3450	X.3468	X.3697	X.3843	X.3873	X.4347	X.4567	X.4819	X.4824	X.4888	X.4949	X.5249	X.5355	X.5502	X.5975	X.6047
X-1916	BRCA	PD	0.009556863	0.013710916	0.005342155	0.00458845	0.004493888	0.008782814	0.01430296	0.014927056	0.017125688	0.006210786	0.013547058	0.005060242	0.004430456	0.004658199	0.007960894	0.008226829	0.006310346	0.005585065	0.005419832	0.00435788	0.012444116	0.006299283	0.009355857	0.0102121	0.5	0.011751952	0.004765135	0.008584805	0.004025998	0.00491839	0.005945166	0.004229077	0.006121044	0.010257889	0.00657796	0.014089867	0.007197043	0.009250676	0.010871731	0.012672711	0.008384368	0.005094995	0.007898199	0.009065208	0.009241701	0.004243719	0.009915448	0.008082297	0.01264697	0.005725083	0.004396907	0.009633254	0.009797319	0.00458521	0.004226109	0.007942282	0.008085132	0.00996366	0.009655706	0.004473805	0.006737346	0.009345727	0.008619608
X-1921	BRCA	PD	0.007160672	0.010402728	0.005818878	0.007811691	0.004662352	0.009677724	0.012242693	0.009102018	0.011485952	0.012548715	0.015396432	0.005793004	0.008530832	0.005813448	0.005781978	0.007581529	0.009284288	0.008238555	0.006602527	0.004609617	0.006991179	0.007599559	0.006311715	0.01035873	0.011751952	0.5	0.004649747	0.008315459	0.005321101	0.00626209	0.007419067	0.007135589	0.007313964	0.005698066	0.009570189	0.008536915	0.01394487	0.007970334	0.008818996	0.008696395	0.009891378	0.010186775	0.010909116	0.009643533	0.010306206	0.005586223	0.006462419	0.008407113	0.009906295	0.005433023	0.005993253	0.011167256	0.006177522	0.005663727	0.005572228	0.005927229	0.013434891	0.006595075	0.01044677	0.007747876	0.011032492	0.007931226	0.008049254
X-1934	NSCLC	PD	0.006559798	0.00879039	0.01455214	0.011727333	0.006523239	0.008310685	0.004383072	0.005013753	0.004648063	0.005552775	0.004290284	0.010033726	0.008855703	0.010635729	0.01095059	0.011626157	0.008392865	0.010314335	0.013351128	0.008365053	0.007540634	0.007920758	0.012259282	0.009016609	0.004765135	0.004649747	0.5	0.010422985	0.009012446	0.009449175	0.005592129	0.005669881	0.005371367	0.011765868	0.004820697	0.005588009	0.004692905	0.010119474	0.006233641	0.00483694	0.008911922	0.012110698	0.004608956	0.005879043	0.004719252	0.011620052	0.005882703	0.006214619	0.00449284	0.009515345	0.01113417	0.008445116	0.004993016	0.004716964	0.012034854	0.005104569	0.00997896	0.005950096	0.010365421	0.00810214	0.009165071	0.005030969	0.008632736
X-1980	NSCLC	PD	0.004822357	0.004130028	0.009244099	0.013305894	0.006204025	0.012491215	0.007160164	0.006800609	0.004803899	0.008656978	0.00918292	0.006445425	0.004713862	0.005340659	0.008422611	0.011720158	0.013599758	0.004890693	0.010462155	0.007676681	0.004293264	0.00574927	0.010411925	0.020064785	0.008584805	0.008315459	0.010422985	0.5	0.009389639	0.010917925	0.005282556	0.013099866	0.012647085	0.024194031	0.006059512	0.006814536	0.004178521	0.004366248	0.004210928	0.007750997	0.005169104	0.008992703	0.005372971	0.006400448	0.004627092	0.007901063	0.004171968	0.008204727	0.00473251	0.010457187	0.008641883	0.005330867	0.005975248	0.006289583	0.008897968	0.013668138	0.006140148	0.004307926	0.00954336	0.00738583	0.009874863	0.005034844	0.007990984
X-1993	NSCLC	PD	0.004494597	0.003784345	0.011132715	0.008016665	0.008831093	0.008056657	0.003654732	0.004059599	0.004005661	0.009232638	0.007121756	0.007081044	0.016722514	0.016203472	0.011726074	0.012088927	0.012922529	0.015897061	0.009975536	0.006273122	0.006638742	0.006364693	0.010455836	0.007722526	0.004025998	0.005321101	0.009012446	0.009389639	0.5	0.006608351	0.015209063	0.01333003	0.011217551	0.010492064	0.004921824	0.006795236	0.004610901	0.004055387	0.003826811	0.005296754	0.012995286	0.010918603	0.004124119	0.006814649	0.00989387	0.011837716	0.003883799	0.007151226	0.004103952	0.004477289	0.009382585	0.004774647	0.009225209	0.007502144	0.022578171	0.004453831	0.007027665	0.003724076	0.007890308	0.011692655	0.005150195	0.007503363	0.00468775
X-2017	NSCLC	PD	0.00524508	0.004958299	0.005334862	0.005007885	0.008585137	0.005448763	0.008878719	0.005496124	0.005321374	0.011665164	0.009788899	0.005546922	0.006847477	0.00870584	0.010642579	0.014552245	0.010162042	0.008426721	0.009732764	0.013861816	0.011672792	0.006120423	0.005264521	0.005626772	0.00491839	0.00626209	0.009449175	0.010917925	0.006608351	0.5	0.005498465	0.007142783	0.009969787	0.007181975	0.008970017	0.006105597	0.006557541	0.015727203	0.012720881	0.00882967	0.006864181	0.01562685	0.005534192	0.004962786	0.00530892	0.014583018	0.004934677	0.011594334	0.005183016	0.00889215	0.006264058	0.005176464	0.005168117	0.006507108	0.00564057	0.009825805	0.005045843	0.008506568	0.005940627	0.008971545	0.010526178	0.005224815	0.005205323
X-2042	NSCLC	PD	0.008837428	0.007817203	0.005305893	0.005167326	0.005631405	0.005062476	0.004198727	0.006585948	0.004474568	0.006808502	0.005802784	0.01003635	0.01042481	0.011219554	0.011864847	0.009371351	0.009489913	0.01312301	0.011075727	0.009792064	0.006107856	0.008483901	0.012682887	0.008592524	0.005945166	0.007419067	0.005592129	0.005282556	0.015209063	0.005498465	0.5	0.013817929	0.006509826	0.006570094	0.005121043	0.006082621	0.00877485	0.006168311	0.004475036	0.00456282	0.008676821	0.010645403	0.008656186	0.008305041	0.006481925	0.010657713	0.009243599	0.004493654	0.004925376	0.006480268	0.016420514	0.006864312	0.012107753	0.006877782	0.006512263	0.00889668	0.005139092	0.00593283	0.00529099	0.013114454	0.004858959	0.010414516	0.004880289
X-2082	NSCLC	PD	0.004705288	0.005440265	0.005232408	0.009835006	0.011987983	0.00524733	0.003917369	0.00457471	0.004080679	0.005019733	0.005691999	0.009071492	0.010196824	0.009844153	0.006600602	0.010632828	0.010514871	0.013691515	0.014498663	0.01021864	0.005715651	0.006260112	0.006919216	0.011708894	0.004229077	0.007135589	0.005669881	0.013099866	0.01333003	0.007142783	0.013817929	0.5	0.008041515	0.008501636	0.00942887	0.005027676	0.004672094	0.00422043	0.00417279	0.004125706	0.008155441	0.0083969	0.007665417	0.00893499	0.010775373	0.011939851	0.004293126	0.005563306	0.005945582	0.009219131	0.011685517	0.01227687	0.00518506	0.012788939	0.011154909	0.009359956	0.009341791	0.003934771	0.00524745	0.009413458	0.010229143	0.00671752	0.004655442
X-2088	NSCLC	CR	0.008834519	0.007032116	0.006942327	0.010684826	0.00583287	0.012935913	0.005713736	0.005945571	0.011822746	0.006344824	0.011788838	0.006352546	0.007851077	0.013095118	0.009716934	0.009897908	0.009083999	0.007405985	0.012280734	0.009988841	0.006715623	0.011801153	0.004876816	0.0102024	0.006121044	0.007313964	0.005371367	0.012647085	0.011217551	0.009969787	0.006509826	0.008041515	0.5	0.009364277	0.006825206	0.010562096	0.00569047	0.005746999	0.00439595	0.006367047	0.00953009	0.011010014	0.005070122	0.007265672	0.011350463	0.007666696	0.007219609	0.007030717	0.00731501	0.009660035	0.006655589	0.006083259	0.009433267	0.007314208	0.006827813	0.004611346	0.009056727	0.005723742	0.011053462	0.008185905	0.00833632	0.006237738	0.009590083
X-2094	NSCLC	PD	0.006342282	0.006975144	0.011217726	0.014254961	0.008434906	0.012937707	0.008104472	0.009662846	0.004627876	0.007830409	0.005872993	0.009059514	0.005974329	0.007826772	0.008632721	0.009095425	0.010066732	0.008012482	0.01256568	0.013359792	0.00823575	0.006068327	0.010321964	0.019308242	0.010257889	0.005698066	0.011765868	0.024194031	0.010492064	0.007181975	0.006570094	0.008501636	0.009364277	0.5	0.005210249	0.006709404	0.004171037	0.007424121	0.004174038	0.005908176	0.004742163	0.007223222	0.004546253	0.005560285	0.004525231	0.006254928	0.005614717	0.00682917	0.004661213	0.01385602	0.005593902	0.00967482	0.004977343	0.005244312	0.005618906	0.013766482	0.004632473	0.004258659	0.005451272	0.00763172	0.008180735	0.006449838	0.004879226
X-2195	BRCA	SD	0.007466294	0.005082908	0.005398148	0.009437061	0.023060972	0.007033119	0.0060679	0.006888217	0.007969682	0.007356138	0.010238658	0.010404278	0.010016642	0.0056518	0.005266607	0.00826625	0.005150857	0.0075698	0.009314077	0.010872297	0.007800239	0.006883669	0.004693362	0.005143033	0.00657796	0.009570189	0.004820697	0.006059512	0.004921824	0.008970017	0.005121043	0.00942887	0.006825206	0.005210249	0.5	0.007688256	0.009429415	0.006561454	0.006596568	0.005251606	0.006675371	0.005862896	0.004625961	0.004433764	0.015374689	0.005345747	0.007949938	0.006704113	0.009243073	0.010425026	0.005033481	0.013187389	0.010709221	0.016815151	0.006539973	0.009388634	0.004933367	0.007164898	0.007082118	0.006167449	0.013117252	0.010110625	0.005302062
X-2344	BRCA	PD	0.012663994	0.010155279	0.008861618	0.004010107	0.005496985	0.007909027	0.01345263	0.007045825	0.014623128	0.008969623	0.015885742	0.006601117	0.00683229	0.006249944	0.00955297	0.006035239	0.00848299	0.008027047	0.007164914	0.005583499	0.006035311	0.007452893	0.007417421	0.008247781	0.014089867	0.008536915	0.005588009	0.006814536	0.006795236	0.006105597	0.006082621	0.005027676	0.010562096	0.006709404	0.007688256	0.5	0.006882233	0.00970576	0.013194117	0.013961849	0.011763142	0.006993648	0.004399771	0.005494186	0.0061464	0.00547214	0.01499092	0.011462801	0.013547045	0.006427871	0.005507457	0.005935023	0.00944972	0.005456481	0.005724349	0.007124782	0.007380618	0.015952556	0.014829682	0.00691966	0.00628686	0.006185789	0.006723303
X-2353	BRCA	PD	0.00576698	0.013820694	0.004988563	0.004647253	0.006697091	0.007806464	0.010072831	0.007371104	0.009181226	0.012958207	0.009357685	0.007425217	0.008281459	0.008682144	0.00498125	0.004732096	0.00475084	0.009038321	0.005207499	0.004711241	0.006475329	0.007582173	0.00523031	0.004422313	0.007197043	0.01394487	0.004692905	0.004178521	0.004610901	0.006557541	0.00877485	0.004672094	0.00569047	0.004171037	0.009429415	0.006882233	0.5	0.009045584	0.011626775	0.01302899	0.011709197	0.005645828	0.01290773	0.01081588	0.006761392	0.004679818	0.013168683	0.010369679	0.013227336	0.007253136	0.004879115	0.005152451	0.009067196	0.008876363	0.008547698	0.004909572	0.011687684	0.014184567	0.007735172	0.01029497	0.005513086	0.009625383	0.007514234
X-2487	BRCA	PD	0.012762698	0.015428512	0.006625164	0.005538338	0.00664543	0.008902348	0.009597928	0.010343448	0.006283671	0.010796039	0.005972304	0.010019153	0.004520492	0.004699496	0.011903712	0.00964507	0.005876418	0.007067719	0.005518859	0.008523264	0.013969536	0.007369887	0.004520857	0.004434701	0.009250676	0.007970334	0.010119474	0.004366248	0.004055387	0.015727203	0.006168311	0.00422043	0.005746999	0.007424121	0.006561454	0.00970576	0.009045584	0.5	0.017924501	0.009628212	0.004764808	0.005712466	0.007752324	0.007749216	0.004728423	0.00825794	0.011662763	0.014069873	0.010929117	0.004375927	0.00600612	0.006473652	0.008205092	0.004363937	0.004525845	0.00487112	0.010784936	0.012927907	0.009399307	0.004673488	0.005143557	0.006454609	0.009040324
X-2524	BRCA	PD	0.008219166	0.015445047	0.008574822	0.004091383	0.009287056	0.004316249	0.013823885	0.011644076	0.0151379	0.008711915	0.007678822	0.010336163	0.004479763	0.006062901	0.011199445	0.008605695	0.007004747	0.007017286	0.004885586	0.004586039	0.007902607	0.007003626	0.004567933	0.004131442	0.010871731	0.008818996	0.006233641	0.004210928	0.003826811	0.012720881	0.004475036	0.00417279	0.00439595	0.004174038	0.006596568	0.013194117	0.011626775	0.017924501	0.5	0.009002411	0.007680389	0.006413339	0.008874225	0.009182556	0.007940553	0.008765303	0.008979667	0.01686832	0.008692527	0.007289732	0.004418741	0.004451624	0.005078417	0.00442861	0.005418408	0.009388332	0.012038139	0.014313732	0.010789725	0.006844505	0.005000226	0.006329525	0.009068872
X-2640	BRCA	CR	0.011399695	0.00731557	0.008473272	0.004475686	0.004587343	0.00982649	0.015010124	0.014385749	0.015075941	0.006700317	0.011379684	0.005080124	0.005963179	0.004989273	0.006859925	0.004952019	0.004675586	0.005685448	0.005366059	0.004466415	0.013880367	0.007211756	0.004541454	0.008062486	0.012672711	0.008696395	0.00483694	0.007750997	0.005296754	0.00882967	0.00456282	0.004125706	0.006367047	0.005908176	0.005251606	0.013961849	0.01302899	0.009628212	0.009002411	0.5	0.00522641	0.004099884	0.007672124	0.008083885	0.00808754	0.005795758	0.012578657	0.013232298	0.011097235	0.004218579	0.004499242	0.008255979	0.005236011	0.004477116	0.004587662	0.004813594	0.012417182	0.015263847	0.014954783	0.00820939	0.007134254	0.004864856	0.011131099
X-2780	BRCA	CR	0.004894344	0.005978394	0.006626122	0.00462943	0.008306006	0.01148499	0.00994416	0.004774878	0.009145762	0.013267018	0.01072309	0.006877845	0.015522073	0.007096625	0.005314315	0.008312813	0.012558255	0.009081986	0.005939584	0.005296046	0.005695692	0.007762988	0.010611477	0.005149159	0.008384368	0.009891378	0.008911922	0.005169104	0.012995286	0.006864181	0.008676821	0.008155441	0.00953009	0.004742163	0.006675371	0.011763142	0.011709197	0.004764808	0.007680389	0.00522641	0.5	0.014352635	0.005978659	0.006231492	0.008086169	0.008650934	0.006274384	0.006171947	0.008576343	0.004463934	0.010725242	0.004981402	0.005120284	0.005832817	0.009513593	0.008741502	0.005261716	0.005144507	0.013575572	0.010207745	0.00851884	0.010064265	0.006889088
X-3029	NSCLC	PR	0.005563478	0.004879066	0.005515648	0.005790858	0.007027279	0.009694849	0.00587039	0.005450782	0.004161367	0.013137332	0.006768331	0.0065548	0.014102147	0.006545718	0.007596801	0.010097758	0.011966193	0.010861979	0.011457841	0.011898233	0.008597681	0.00721141	0.010100741	0.007186424	0.005094995	0.010186775	0.012110698	0.008992703	0.010918603	0.01562685	0.010645403	0.0083969	0.011010014	0.007223222	0.005862896	0.006993648	0.005645828	0.005712466	0.006413339	0.004099884	0.014352635	0.5	0.006598587	0.007940232	0.005719424	0.018497278	0.003779543	0.007350996	0.006719002	0.010236149	0.017256958	0.007069093	0.008535264	0.004201167	0.010616595	0.007457499	0.009382984	0.005062843	0.006599216	0.01084586	0.006133494	0.005748614	0.008546622
X-3077	BRCA	SD	0.004516763	0.013145628	0.004513768	0.011939894	0.006014956	0.004029699	0.009366565	0.011979394	0.005185519	0.007187994	0.006229537	0.004773058	0.007275287	0.004697827	0.004670898	0.004119097	0.005680146	0.008534388	0.003852691	0.004221437	0.008556945	0.005586913	0.017457433	0.00562946	0.007898199	0.010909116	0.004608956	0.005372971	0.004124119	0.005534192	0.008656186	0.007665417	0.005070122	0.004546253	0.004625961	0.004399771	0.01290773	0.007752324	0.008874225	0.007672124	0.005978659	0.006598587	0.5	0.050734195	0.006862624	0.004519473	0.015239448	0.005710821	0.009153049	0.010943536	0.006861586	0.004706343	0.006894856	0.013653307	0.004253189	0.01565306	0.014803318	0.005977859	0.005480229	0.010745363	0.004476117	0.007213091	0.010485872
X-3078	BRCA	PD	0.004556876	0.009906272	0.005530438	0.007634848	0.005828318	0.004219202	0.009240503	0.012994378	0.0062638	0.006195212	0.006706223	0.004793906	0.007782903	0.005905524	0.006092684	0.00541277	0.006997776	0.00948989	0.005903223	0.005614722	0.009300621	0.005823366	0.013714952	0.00483901	0.009065208	0.009643533	0.005879043	0.006400448	0.006814649	0.004962786	0.008305041	0.00893499	0.007265672	0.005560285	0.004433764	0.005494186	0.01081588	0.007749216	0.009182556	0.008083885	0.006231492	0.007940232	0.050734195	0.5	0.006031726	0.007418233	0.01347582	0.006071828	0.005379198	0.009034059	0.009984921	0.004555587	0.004925832	0.007329792	0.005635002	0.009970271	0.01418898	0.004867795	0.006777434	0.012802483	0.0045177	0.004603776	0.013126715
X-3201	BRCA	PD	0.005208237	0.007674755	0.006538296	0.008733102	0.009243718	0.008198937	0.011045402	0.005003505	0.010593301	0.005024148	0.014051071	0.005356471	0.01436764	0.009758097	0.006503214	0.007353106	0.004695695	0.007794802	0.009322077	0.010259782	0.007147849	0.011518369	0.005584523	0.004648864	0.009241701	0.010306206	0.004719252	0.004627092	0.00989387	0.00530892	0.006481925	0.010775373	0.011350463	0.004525231	0.015374689	0.0061464	0.006761392	0.004728423	0.007940553	0.00808754	0.008086169	0.005719424	0.006862624	0.006031726	0.5	0.010728769	0.007634534	0.009869287	0.00663636	0.00759791	0.005201794	0.010421153	0.011147868	0.01059881	0.005226947	0.005804353	0.008927809	0.007638358	0.008767728	0.00579249	0.016085314	0.010138497	0.006633289
X-3237	NSCLC	PD	0.007906099	0.004405664	0.006641476	0.00478832	0.006818507	0.004905258	0.004128656	0.004532229	0.005769808	0.009853534	0.005518919	0.005503828	0.011520663	0.007373607	0.014294859	0.014529215	0.0068875	0.009445805	0.010683907	0.011075305	0.009963484	0.006012026	0.011142312	0.006302275	0.004243719	0.005586223	0.011620052	0.007901063	0.011837716	0.014583018	0.010657713	0.011939851	0.007666696	0.006254928	0.005345747	0.00547214	0.004679818	0.00825794	0.008765303	0.005795758	0.008650934	0.018497278	0.004519473	0.007418233	0.010728769	0.5	0.005640438	0.0086061	0.005935543	0.007334334	0.015900971	0.004894328	0.008578047	0.006097731	0.012432125	0.007607493	0.005966815	0.004546964	0.006338888	0.011324703	0.005121494	0.008293816	0.004770597
X-3298	BRCA	SD	0.00556238	0.014519848	0.008217911	0.00681457	0.007794492	0.00446755	0.012133046	0.009041698	0.015551423	0.004609761	0.006272808	0.008052854	0.004455683	0.006364102	0.006620499	0.005902352	0.007006882	0.005666352	0.004937967	0.004292002	0.015219847	0.010248224	0.007294224	0.007103042	0.009915448	0.006462419	0.005882703	0.004171968	0.003883799	0.004934677	0.009243599	0.004293126	0.007219609	0.005614717	0.007949938	0.01499092	0.013168683	0.011662763	0.008979667	0.012578657	0.006274384	0.003779543	0.015239448	0.01347582	0.007634534	0.005640438	0.5	0.012012651	0.012482006	0.007780592	0.00448999	0.004646342	0.005299045	0.00782032	0.00590757	0.006281484	0.007099196	0.016955101	0.012636202	0.010407182	0.004838439	0.004908763	0.00724701
X-3450	BRCA	PD	0.006637949	0.008014659	0.006532121	0.004248161	0.005770735	0.0047184	0.013216035	0.01424594	0.013107102	0.006080764	0.008306018	0.006330063	0.005749244	0.005911156	0.008650226	0.013097017	0.007763738	0.007225434	0.006593892	0.007565838	0.011526763	0.007135593	0.004227295	0.005888006	0.008082297	0.008407113	0.006214619	0.008204727	0.007151226	0.011594334	0.004493654	0.005563306	0.007030717	0.00682917	0.006704113	0.011462801	0.010369679	0.014069873	0.01686832	0.013232298	0.006171947	0.007350996	0.005710821	0.006071828	0.009869287	0.0086061	0.012012651	0.5	0.006904383	0.00647953	0.005936362	0.005948629	0.006011825	0.00421731	0.007736227	0.00605264	0.010920694	0.014294501	0.015847647	0.006875779	0.008537124	0.006057447	0.005809802
X-3468	BRCA	SD	0.013873954	0.010908277	0.005002681	0.00598551	0.005285252	0.010334666	0.011205787	0.006157589	0.010856053	0.008462614	0.009367732	0.006679706	0.00601233	0.006499782	0.005300523	0.007885041	0.011083114	0.004414511	0.005610603	0.004510365	0.009412798	0.008233464	0.004926411	0.006338205	0.01264697	0.009906295	0.00449284	0.00473251	0.004103952	0.005183016	0.004925376	0.005945582	0.00731501	0.004661213	0.009243073	0.013547045	0.013227336	0.010929117	0.008692527	0.011097235	0.008576343	0.006719002	0.009153049	0.005379198	0.00663636	0.005935543	0.012482006	0.006904383	0.5	0.006037514	0.004655493	0.012941136	0.009885214	0.009839753	0.004455525	0.010092166	0.010196749	0.014818162	0.006559522	0.007631119	0.005429802	0.009322144	0.005550206
X-3697	BRCA	SD	0.007764789	0.007957666	0.006062228	0.006298761	0.011122094	0.008461344	0.006588624	0.006381793	0.007297276	0.004744793	0.006521801	0.010670799	0.006000789	0.006281113	0.006371299	0.005839802	0.007238034	0.007222694	0.011148061	0.012464561	0.006431694	0.007299769	0.014004357	0.009704187	0.005725083	0.005433023	0.009515345	0.010457187	0.004477289	0.00889215	0.006480268	0.009219131	0.009660035	0.01385602	0.010425026	0.006427871	0.007253136	0.004375927	0.007289732	0.004218579	0.004463934	0.010236149	0.010943536	0.009034059	0.00759791	0.007334334	0.007780592	0.00647953	0.006037514	0.5	0.008142695	0.010482308	0.013245712	0.016164419	0.006225001	0.0140184	0.007376866	0.00785964	0.004943648	0.012201092	0.006003226	0.011432095	0.010538359
X-3843	NSCLC	SD	0.004681669	0.004458146	0.005337544	0.01133579	0.005363528	0.005273991	0.004005323	0.006695664	0.004190613	0.005622567	0.005688982	0.006111382	0.015002446	0.006189132	0.007508264	0.011168916	0.013241853	0.010642103	0.01061283	0.0104652	0.007234101	0.00994554	0.01209409	0.005790321	0.004396907	0.005993253	0.01113417	0.008641883	0.009382585	0.006264058	0.016420514	0.011685517	0.006655589	0.005593902	0.005033481	0.005507457	0.004879115	0.00600612	0.004418741	0.004499242	0.010725242	0.017256958	0.006861586	0.009984921	0.005201794	0.015900971	0.00448999	0.005936362	0.004655493	0.008142695	0.5	0.009361131	0.00521624	0.006808069	0.014440803	0.005212289	0.011440905	0.005705439	0.004462507	0.010539096	0.005153113	0.004966008	0.007022072
X-3873	BRCA	SD	0.010668627	0.005044275	0.006581081	0.01025534	0.010719377	0.010960494	0.005880587	0.012971604	0.004862304	0.009501051	0.008849308	0.007065556	0.00841096	0.008794801	0.005060482	0.00611362	0.011590296	0.007234241	0.006281463	0.005436357	0.012213991	0.011015084	0.006532121	0.00807568	0.009633254	0.011167256	0.008445116	0.005330867	0.004774647	0.005176464	0.006864312	0.01227687	0.006083259	0.00967482	0.013187389	0.005935023	0.005152451	0.006473652	0.004451624	0.008255979	0.004981402	0.007069093	0.004706343	0.004555587	0.010421153	0.004894328	0.004646342	0.005948629	0.012941136	0.010482308	0.009361131	0.5	0.01009932	0.013923375	0.004915587	0.009478216	0.008927254	0.00615477	0.005649831	0.005968651	0.009263829	0.014089206	0.005115797
X-4347	BRCA	PD	0.018761097	0.015543039	0.008698637	0.00446403	0.013334155	0.008443575	0.004683956	0.008817549	0.005176681	0.006746951	0.007766851	0.009337905	0.005313832	0.007137687	0.008944284	0.006424599	0.004773861	0.006077299	0.008174415	0.005619999	0.011354256	0.011244766	0.00510274	0.004844108	0.009797319	0.006177522	0.004993016	0.005975248	0.009225209	0.005168117	0.012107753	0.00518506	0.009433267	0.004977343	0.010709221	0.00944972	0.009067196	0.008205092	0.005078417	0.005236011	0.005120284	0.008535264	0.006894856	0.004925832	0.011147868	0.008578047	0.005299045	0.006011825	0.009885214	0.013245712	0.00521624	0.01009932	0.5	0.009191395	0.008364009	0.009122002	0.004932076	0.006626485	0.006711922	0.00919591	0.005344	0.0175166	0.00509125
X-4567	BRCA	CR	0.005061063	0.005955344	0.006814685	0.016060094	0.012038226	0.005007039	0.005509714	0.004955774	0.004653723	0.004832549	0.010454295	0.005758452	0.005310466	0.013814328	0.008531161	0.004589838	0.00502249	0.00854805	0.004923956	0.005390284	0.005617398	0.008563018	0.011009085	0.010027892	0.00458521	0.005663727	0.004716964	0.006289583	0.007502144	0.006507108	0.006877782	0.012788939	0.007314208	0.005244312	0.016815151	0.005456481	0.008876363	0.004363937	0.00442861	0.004477116	0.005832817	0.004201167	0.013653307	0.007329792	0.01059881	0.006097731	0.00782032	0.00421731	0.009839753	0.016164419	0.006808069	0.013923375	0.009191395	0.5	0.008838982	0.016684132	0.004767776	0.009638498	0.004200222	0.004738375	0.010973565	0.011347168	0.010243109
X-4819	NSCLC	PD	0.004733658	0.004078644	0.016162709	0.009705771	0.005528921	0.006411561	0.0039755	0.004540661	0.00456338	0.00532898	0.005734768	0.018335933	0.012877571	0.01660554	0.005470522	0.010332082	0.008759309	0.010780359	0.009662826	0.009985159	0.00700578	0.010531465	0.005433116	0.009114565	0.004226109	0.005572228	0.012034854	0.008897968	0.022578171	0.00564057	0.006512263	0.011154909	0.006827813	0.005618906	0.006539973	0.005724349	0.008547698	0.004525845	0.005418408	0.004587662	0.009513593	0.010616595	0.004253189	0.005635002	0.005226947	0.012432125	0.00590757	0.007736227	0.004455525	0.006225001	0.014440803	0.004915587	0.008364009	0.008838982	0.5	0.004607904	0.004753169	0.005838618	0.007154373	0.006643975	0.005119088	0.006611388	0.010390348
X-4824	BRCA	PD	0.008333089	0.007432564	0.008211271	0.011718939	0.01197739	0.006360786	0.010649069	0.011358581	0.007795364	0.004892922	0.004613994	0.005099575	0.004425961	0.004715226	0.009680825	0.009659964	0.008811204	0.005855349	0.008701433	0.005232198	0.006855963	0.004408423	0.011557379	0.012648042	0.007942282	0.005927229	0.005104569	0.013668138	0.004453831	0.009825805	0.00889668	0.009359956	0.004611346	0.013766482	0.009388634	0.007124782	0.004909572	0.00487112	0.009388332	0.004813594	0.008741502	0.007457499	0.01565306	0.009970271	0.005804353	0.007607493	0.006281484	0.00605264	0.010092166	0.0140184	0.005212289	0.009478216	0.009122002	0.016684132	0.004607904	0.5	0.005802084	0.007913125	0.00418024	0.004754362	0.005128949	0.009431577	0.007777955
X-4888	BRCA	SD	0.00641043	0.014953276	0.006565307	0.010157086	0.007060995	0.006387907	0.010013817	0.009274107	0.00870147	0.005122922	0.006196156	0.006273885	0.006568025	0.006615855	0.004816095	0.004726814	0.004588921	0.011001514	0.006809536	0.006373671	0.007401012	0.00718348	0.009238099	0.005997414	0.008085132	0.013434891	0.00997896	0.006140148	0.007027665	0.005045843	0.005139092	0.009341791	0.009056727	0.004632473	0.004933367	0.007380618	0.011687684	0.010784936	0.012038139	0.012417182	0.005261716	0.009382984	0.014803318	0.01418898	0.008927809	0.005966815	0.007099196	0.010920694	0.010196749	0.007376866	0.011440905	0.008927254	0.004932076	0.004767776	0.004753169	0.005802084	0.5	0.005374973	0.014046667	0.010749279	0.008616592	0.004781134	0.010722178
X-4949	BRCA	PD	0.013128751	0.008943622	0.005131789	0.004048272	0.008260098	0.00479184	0.015901057	0.009724094	0.016558697	0.008183402	0.009127281	0.0067418	0.005837524	0.004745359	0.008657521	0.006208342	0.0071835	0.005459636	0.006743688	0.00437678	0.006543618	0.004698981	0.004156634	0.004532756	0.00996366	0.006595075	0.005950096	0.004307926	0.003724076	0.008506568	0.00593283	0.003934771	0.005723742	0.004258659	0.007164898	0.015952556	0.014184567	0.012927907	0.014313732	0.015263847	0.005144507	0.005062843	0.005977859	0.004867795	0.007638358	0.004546964	0.016955101	0.014294501	0.014818162	0.00785964	0.005705439	0.00615477	0.006626485	0.009638498	0.005838618	0.007913125	0.005374973	0.5	0.012878515	0.005560758	0.008385633	0.006476877	0.013008386
X-5249	BRCA	PD	0.007689099	0.008412242	0.011454025	0.005519831	0.004127367	0.008036738	0.011078158	0.008010586	0.016291331	0.005870347	0.009486293	0.00730764	0.008658544	0.007290623	0.00585058	0.006968473	0.00437917	0.007729723	0.006161448	0.005443656	0.008576528	0.00703942	0.004226892	0.006692157	0.009655706	0.01044677	0.010365421	0.00954336	0.007890308	0.005940627	0.00529099	0.00524745	0.011053462	0.005451272	0.007082118	0.014829682	0.007735172	0.009399307	0.010789725	0.014954783	0.013575572	0.006599216	0.005480229	0.006777434	0.008767728	0.006338888	0.012636202	0.015847647	0.006559522	0.004943648	0.004462507	0.005649831	0.006711922	0.004200222	0.007154373	0.00418024	0.014046667	0.012878515	0.5	0.006693954	0.012576445	0.007270245	0.01918055
